# Middle Chinese to Mandarin syllable mapping (work in progress)
# version: 20190512
# author: hhliow (github.com/hhliow)
# license: cc by-nc-sa 4.0
# The Middle Chinese syllables are transcribed using Baxter transcription.
# The Mandarin IPA transcription is intended to reflect the system of 洪武正韻譯訓. The following modern phonetic realization are not marked explicitly:
#  Merge of syllable codae -p -t -k to glottal stop [ʔ];
#  Omission of breathiness in breathy fricatives ʂʱ ʃʱ sʱ fʱ ɦ (resulting in merge with [ʂ] [ʃ] [s] [f] [h]~[x] respectively);
#  Palatalization and frictivization of /k/ /g/ /ŋ/ /ʔ/ /h/ /ɦ/ before /i/ or /y/;
#  Merge of -iaw and -iɛw.
kwangx_ghiunh_entry	middle_chinese_to_mandarin_mapping
14750(詈)	詈(ljeH)->詈(lǐ)
14751(荔)	茘(ljeH)->茘(ljǐ)
14751(荔)	荔(ljeH)->荔(ljǐ)
14752(離)	離(ljeH)->離(lǐ)
14754(珕)	珕(ljeH)->珕(ljǐ)
14754(珕)	⿰𤣩刕(ljeH)->⿰𤣩刕(ljǐ)
14756(豉)	豉(dzyeH)->豉(ʃʱɨ̌)
14757(𢻃)	𢻃(dzyeH)->𢻃(ʃʱɨ̌)
14762(積)	積(tsjeH)->積(tsɨ̌)
14766(賜)	賜(sjeH)->賜(sɨ̌)
14768(澌)	澌(sjeH)->澌(sɨ̌)
14772(爲)	爲(hjweH)->爲(ǔi)
14772(爲)	為(hjweH)->為(ǔi)
14778(帔)	帔(phjeH)->帔(pʰǐ)
14781(賁)	賁(pjeH)->賁(pǐ)
14782(佊)	佊(pjeH)->佊(pǐ)
14783(詖)	詖(pjeH)->詖(pǐ)
14785(陂)	陂(pjeH)->陂(pǐ)
14786(跛)	跛(pjeH)->跛(pǐ)
14787(藣)	藣(pjeH)->藣(pǐ)
14788(髲)	髲(bjeH)->髲(bǐ)
14789(被)	被(bjeH)->被(bǐ)
14790(鞁)	鞁(bjeH)->鞁(bǐ)
14794(累)	累(ljweH)->累(lǔi)
14795(寄)	寄(kjeH)->寄(kǐ)
14797(徛)	徛(kjeH)->徛(kǐ)
14798(臂)	臂(pjieH)->臂(pǐ)
14799(芰)	芰(gjeH)->芰(gǐ)
14800(騎)	騎(gjeH)->騎(gǐ)
14807(刺)	刺(tshjeH)->刺(tsʰɨ̌)
14807(刺)	刾(tshjeH)->刾(tsʰɨ̌)
14812(𧧒)	𧧒(tshjeH)->𧧒(tsʰɨ̌)
14814(庛)	庛(tshjeH)->庛(tsʰɨ̌)
14817(易)	易(yeH)->易(jǐ)
14818(㑥)	㑥(yeH)->㑥(jǐ)
14819(貤)	貤(yeH)->貤(jǐ)
14822(敡)	敡(yeH)->敡(jǐ)
14823(議)	議(ngjeH)->議((ŋ)jǐ)
14824(誼)	誼(ngjeH)->誼((ŋ)jǐ)
14828(義)	義(ngjeH)->義((ŋ)jǐ)
14829(譬)	譬(phjieH)->譬(pʰǐ)
14839(智)	智(trjeH)->智(tʃǐ)
14840(𣉻)	𣉻(trjeH)->𣉻(tʃǐ)
14840(𣉻)	⿰智于(trjeH)->⿰智于(tʃǐ)
14842(倚)	倚('jeH)->倚(ʔǐ)
14843(輢)	輢('jeH)->輢(ʔǐ)
14845(縋)	縋(drjweH)->縋(ɖʐǔi)
14846(膇)	膇(drjweH)->膇(ɖʐǔi)
14847(槌)	槌(drjweH)->槌(ɖʐǔi)
14848(錘)	錘(drjweH)->錘(ɖʐǔi)
14849(腄)	腄(drjweH)->腄(ɖʐǔi)
14850(甀)	甀(drjweH)->甀(ɖʐǔi)
14851(硾)	硾(drjweH)->硾(ɖʐǔi)
14852(吹)	吹(tsyhweH)->吹(ʈʂʰǔi)
14855(戲)	戲(xjeH)->戲(hǐ)
14855(戲)	戱(xjeH)->戱(hǐ)
14855(戲)	戯(xjeH)->戯(hǐ)
14857(企)	企(khjieH)->企(kʰǐ)
14859(跂)	跂(khjieH)->跂(kʰǐ)
14861(蚑)	蚑(khjieH)->蚑(kʰǐ)
14863(縊)	縊('jieH)->縊(ʔjǐ)
14866(翅)	翅(syeH)->翅(ʃɨ̌)
14866(翅)	翄(syeH)->翄(ʃɨ̌)
14869(施)	施(syeH)->施(ʃɨ̌)
14871(啻)	啻(syeH)->啻(ʃɨ̌)
14872(鍦)	鍦(syeH)->鍦(ʃɨ̌)
14884(觖)	觖(khjwieH)->觖(kʰǔi)
14885(餧)	餧('jweH)->餧(ʔǔi)
14886(萎)	萎('jweH)->萎(ʔǔi)
14886(萎)	荽('jweH)->荽(ʔǔi)
14889(僞)	僞(ngjweH)->僞((ŋ)ǔi)
14889(僞)	偽(ngjweH)->偽((ŋ)ǔi)
14890(毀)	毀(xjweH)->毀(hǔi)
14893(睡)	睡(dzyweH)->睡(ʂʱǔi)
14894(瑞)	瑞(dzyweH)->瑞(ʂʱǔi)
14904(諈)	諈(trjweH)->諈(ʈʂǔi)
14909(諉)	諉(nrjweH)->諉(nǔi)
14918(至)	至(tsyijH)->至(tʃɨ̌)
14919(摯)	摯(tsyijH)->摯(tʃɨ̌)
14920(贄)	贄(tsyijH)->贄(tʃɨ̌)
14921(鷙)	鷙(tsyijH)->鷙(tʃɨ̌)
14922(礩)	礩(tsyijH)->礩(tʃɨ̌)
14925(懥)	懥(tsyijH)->懥(tʃɨ̌)
14925(懥)	懫(tsyijH)->懫(tʃɨ̌)
14931(位)	位(hwijH)->位(ǔi)
14942(遂)	遂(zwijH)->遂(sʱǔi)
14943(彗)	彗(zwijH)->彗(sʱǔi)
14943(彗)	篲(zwijH)->篲(sʱǔi)
14944(隧)	隧(zwijH)->隧(sʱǔi)
14944(隧)	𡑞(zwijH)->𡑞(sʱǔi)
14945(襚)	襚(zwijH)->襚(sʱǔi)
14946(旞)	旞(zwijH)->旞(sʱǔi)
14947(璲)	璲(zwijH)->璲(sʱǔi)
14948(檖)	檖(zwijH)->檖(sʱǔi)
14952(燧)	燧(zwijH)->燧(sʱǔi)
14953(澻)	澻(zwijH)->澻(sʱǔi)
14955(鐆)	鐆(zwijH)->鐆(sʱǔi)
14956(鐩)	鐩(zwijH)->鐩(sʱǔi)
14957(穟)	穟(zwijH)->穟(sʱǔi)
14960(𦂁)	𦂁(zwijH)->𦂁(sʱǔi)
14963(穗)	穗(zwijH)->穗(sʱǔi)
14963(穗)	穂(zwijH)->穂(sʱǔi)
14966(醉)	醉(tswijH)->醉(tsǔi)
14966(醉)	酔(tswijH)->酔(tsǔi)
14968(邃)	邃(swijH)->邃(sǔi)
14969(祟)	祟(swijH)->祟(sǔi)
14970(誶)	誶(swijH)->誶(sǔi)
14971(粹)	粹(swijH)->粹(sǔi)
14971(粹)	粋(swijH)->粋(sǔi)
14972(睟)	睟(swijH)->睟(sǔi)
14977(類)	類(lwijH)->類(lǔi)
14978(淚)	淚(lwijH)->淚(lǔi)
14978(淚)	涙(lwijH)->涙(lǔi)
14985(禷)	禷(lwijH)->禷(lǔi)
14986(祕)	祕(pijH)->祕(pǐ)
14986(祕)	秘(pijH)->秘(pǐ)
14987(毖)	毖(pijH)->毖(pǐ)
14988(閟)	閟(pijH)->閟(pǐ)
14990(柲)	柲(pijH)->柲(pǐ)
14992(泌)	泌(pijH)->泌(pǐ)
14993(鄪)	鄪(pijH)->鄪(pǐ)
14994(費)	費(pijH)->費(pǐ)
15001(匱)	匱(gwijH)->匱(gǔi)
15002(蕢)	蕢(gwijH)->蕢(gǔi)
15004(饋)	饋(gwijH)->饋(gǔi)
15004(饋)	餽(gwijH)->餽(gǔi)
15005(餽)	餽(gwijH)->餽(gǔi)
15005(餽)	饋(gwijH)->饋(gǔi)
15007(櫃)	櫃(gwijH)->櫃(gǔi)
15007(櫃)	鐀(gwijH)->鐀(gǔi)
15010(簣)	簣(gwijH)->簣(gǔi)
15012(濞)	濞(phijH)->濞(pʰǐ)
15017(淠)	淠(phijH)->淠(pʰǐ)
15018(備)	備(bijH)->備(bǐ)
15018(備)	偹(bijH)->偹(bǐ)
15018(備)	俻(bijH)->俻(bǐ)
15020(𤰇)	𤰇(bijH)->𤰇(bǐ)
15023(奰)	奰(bijH)->奰(bǐ)
15025(糒)	糒(bijH)->糒(bǐ)
15026(犕)	犕(bijH)->犕(bǐ)
15028(鞴)	鞴(bijH)->鞴(bǐ)
15030(贔)	贔(bijH)->贔(bǐ)
15031(𣖾)	𣖾(bijH)->𣖾(bǐ)
15035(媿)	媿(kwijH)->媿(kǔi)
15036(愧)	愧(kwijH)->愧(kǔi)
15039(騩)	騩(kwijH)->騩(kǔi)
15043(喟)	喟(khwijH)->喟(kʰǔi)
15044(嘳)	嘳(khwijH)->嘳(kʰǔi)
15049(䙡)	䙡(khwijH)->䙡(kʰǔi)
15054(嗜)	嗜(dzyijH)->嗜(ʃʱɨ̌)
15057(視)	視(dzyijH)->視(ʃʱɨ̌)
15058(眎)	眎(dzyijH)->眎(ʃʱɨ̌)
15059(眂)	眂(dzyijH)->眂(ʃʱɨ̌)
15060(利)	利(lijH)->利(lǐ)
15063(莅)	莅(lijH)->莅(lǐ)
15063(莅)	蒞(lijH)->蒞(lǐ)
15064(涖)	涖(lijH)->涖(lǐ)
15068(膩)	膩(nrijH)->膩(njǐ)
15074(劓)	劓(ngijH)->劓((ŋ)jǐ)
15074(劓)	劓(ngijH)->劓((ŋ)ǐ)
15075(致)	致(trijH)->致(tʃǐ)
15090(棄)	棄(khjijH)->棄(kʰǐ)
15091(弃)	弃(khjijH)->弃(kʰǐ)
15096(稚)	稚(drijH)->稚(dʒǐ)
15097(遟)	遲(drijH)->遲(dʒǐ)
15097(遟)	遅(drijH)->遅(dʒǐ)
15097(遟)	遟(drijH)->遟(dʒǐ)
15098(稺)	稺(drijH)->稺(dʒǐ)
15101(治)	治(drijH)->治(dʒǐ)
15104(謘)	謘(drijH)->謘(dʒǐ)
15107(寐)	寐(mjijH)->寐(mjǐ)
15117(冀)	冀(kijH)->冀(kǐ)
15118(兾)	兾(kijH)->兾(kǐ)
15119(覬)	覬(kijH)->覬(kǐ)
15120(穊)	穊(kijH)->穊(kǐ)
15121(驥)	驥(kijH)->驥(kǐ)
15123(洎)	洎(kijH)->洎(kǐ)
15124(懻)	懻(kijH)->懻(kǐ)
15125(臮)	臮(gijH)->臮(gǐ)
15126(暨)	曁(gijH)->曁(gǐ)
15126(暨)	暨(gijH)->暨(gǐ)
15128(洎)	洎(gijH)->洎(gǐ)
15129(垍)	垍(gijH)->垍(gǐ)
15132(悸)	悸(gjwijH)->悸(gǔi)
15137(翠)	翠(tshwijH)->翠(tsʰǔi)
15137(翠)	翆(tshwijH)->翆(tsʰǔi)
15140(二)	二(nyijH)->二(ɻ̌)
15142(貳)	貳(nyijH)->貳(ɻ̌)
15143(樲)	樲(nyijH)->樲(ɻ̌)
15145(恣)	恣(tsijH)->恣(tsɨ̌)
15147(次)	次(tshijH)->次(tsʰɨ̌)
15149(佽)	佽(tshijH)->佽(tsʰɨ̌)
15151(絘)	絘(tshijH)->絘(tsʰɨ̌)
15155(䯸)	䯸(tshijH)->䯸(tsʰɨ̌)
15156(懿)	懿('ijH)->懿(ʔǐ)
15157(饐)	饐('ijH)->饐(ʔjǐ)
15158(㙪)	㙪('ijH)->㙪(ʔjǐ)
15161(撎)	撎('ijH)->撎(ʔjǐ)
15163(四)	四(sijH)->四(sɨ̌)
15165(肆)	肆(sijH)->肆(sɨ̌)
15167(柶)	柶(sijH)->柶(sɨ̌)
15168(泗)	泗(sijH)->泗(sɨ̌)
15172(駟)	駟(sijH)->駟(sɨ̌)
15177(器)	器(khijH)->器(kʰǐ)
15177(器)	噐(khijH)->噐(kʰǐ)
15180(鼻)	鼻(bjijH)->鼻(bǐ)
15181(比)	比(bjijH)->比(bǐ)
15192(睢)	睢(xjwijH)->睢(hǔi)
15194(畀)	畀(pjijH)->畀(pǐ)
15195(庇)	庇(pjijH)->庇(pǐ)
15198(比)	比(pjijH)->比(pǐ)
15199(萃)	萃(dzwijH)->萃(dzǔi)
15200(顇)	顇(dzwijH)->顇(dzǔi)
15201(悴)	悴(dzwijH)->悴(dzǔi)
15201(悴)	忰(dzwijH)->忰(dzǔi)
15204(瘁)	瘁(dzwijH)->瘁(dzǔi)
15205(地)	地(dijH)->地(dǐ)
15206(墬)	墬(dijH)->墬(dǐ)
15207(齂)	齂(xijH)->齂(hǐ)
15209(屓)	屓(xijH)->屓(hǐ)
15209(屓)	屭(xijH)->屭(hǐ)
15213(肄)	肄(yijH)->肄(jǐ)
15216(貤)	貤(yijH)->貤(jǐ)
15217(勩)	勩(yijH)->勩(jǐ)
15217(勩)	勩(yijH)->勩(jǐj)
15218(隶)	隶(yijH)->隶(jǐ)
15221(示)	示(zyijH)->示(ʃʱɨ̌)
15222(諡)	諡(zyijH)->諡(ʃʱɨ̌)
15224(眎)	眎(zyijH)->眎(ʃʱɨ̌)
15226(自)	自(dzijH)->自(dzɨ̌)
15228(墜)	墜(drwijH)->墜(ɖʐǔi)
15229(懟)	懟(drwijH)->懟(ɖʐǔi)
15231(出)	出(tsyhwijH)->出(ʈʂʰǔi)
15231(出)	岀(tsyhwijH)->岀(ʈʂʰǔi)
15232(遺)	遺(ywijH)->遺(ǔi)
15247(志)	志(tsyiH)->志(tʃɨ̌)
15247(志)	誌(tsyiH)->誌(tʃɨ̌)
15250(誌)	誌(tsyiH)->誌(tʃɨ̌)
15250(誌)	志(tsyiH)->志(tʃɨ̌)
15251(痣)	痣(tsyiH)->痣(tʃɨ̌)
15252(織)	織(tsyiH)->織(tʃɨ̌)
15253(識)	識(tsyiH)->識(tʃɨ̌)
15254(值)	値(driH)->値(dʒǐ)
15254(值)	值(driH)->值(dʒǐ)
15255(植)	植(driH)->植(dʒǐ)
15256(治)	治(driH)->治(dʒǐ)
15268(笥)	笥(siH)->笥(sɨ̌)
15269(伺)	伺(siH)->伺(sɨ̌)
15270(思)	思(siH)->思(sɨ̌)
15272(試)	試(syiH)->試(ʃɨ̌)
15273(弑)	弑(syiH)->弑(ʃɨ̌)
15282(吏)	吏(liH)->吏(lǐ)
15284(字)	字(dziH)->字(dzɨ̌)
15285(牸)	牸(dziH)->牸(dzɨ̌)
15286(孳)	孳(dziH)->孳(dzɨ̌)
15286(孳)	孶(dziH)->孶(dzɨ̌)
15290(眙)	眙(trhiH)->眙(tʃʰǐ)
15290(眙)	瞪(trhiH)->瞪(tʃʰǐ)
15295(餌)	餌(nyiH)->餌(ɻ̌)
15297(珥)	珥(nyiH)->珥(ɻ̌)
15298(衈)	衈(nyiH)->衈(ɻ̌)
15299(毦)	毦(nyiH)->毦(ɻ̌)
15300(咡)	咡(nyiH)->咡(ɻ̌)
15301(刵)	刵(nyiH)->刵(ɻ̌)
15311(駛)	𩢲(sriH)->𩢲(ʂɨ̌)
15311(駛)	駛(sriH)->駛(ʂɨ̌)
15312(駛)	𩢲(sriH)->𩢲(ʂɨ̌)
15312(駛)	駛(sriH)->駛(ʂɨ̌)
15318(廁)	厠(tsrhiH)->厠(ʈʂʰɨ̌)
15318(廁)	廁(tsrhiH)->廁(ʈʂʰɨ̌)
15318(廁)	厕(tsrhiH)->厕(ʈʂʰɨ̌)
15319(異)	異(yiH)->異(jǐ)
15320(异)	异(yiH)->异(jǐ)
15325(廙)	廙(yiH)->廙(jǐ)
15326(置)	置(triH)->置(tʃǐ)
15326(置)	寘(triH)->寘(tʃǐ)
15328(侍)	侍(dzyiH)->侍(ʃʱɨ̌)
15329(蒔)	蒔(dzyiH)->蒔(ʃʱɨ̌)
15333(忌)	忌(giH)->忌(gǐ)
15335(惎)	惎(giH)->惎(gǐ)
15340(誋)	誋(giH)->誋(gǐ)
15341(諅)	諅(giH)->諅(gǐ)
15346(熾)	熾(tsyhiH)->熾(tʃʰɨ̌)
15347(饎)	饎(tsyhiH)->饎(tʃʰɨ̌)
15349(糦)	糦(tsyhiH)->糦(tʃʰɨ̌)
15350(幟)	幟(tsyhiH)->幟(tʃʰɨ̌)
15353(埴)	埴(tsyhiH)->埴(tʃʰɨ̌)
15354(意)	意('iH)->意(ʔǐ)
15358(記)	記(kiH)->記(kǐ)
15359(憙)	憙(xiH)->憙(hǐ)
15360(嬉)	嬉(xiH)->嬉(hǐ)
15366(儗)	儗(ngiH)->儗((ŋ)jǐ)
15366(儗)	擬(ngiH)->擬((ŋ)jǐ)
15367(亟)	亟(khiH)->亟(kʰǐ)
15370(未)	未(mj+jH)->未(vǐ)
15371(味)	味(mj+jH)->味(vǐ)
15378(貴)	貴(kjw+jH)->貴(kǔi)
15379(瞶)	瞶(kjw+jH)->瞶(kǔi)
15381(胃)	胃(hjw+jH)->胃(ǔi)
15382(謂)	謂(hjw+jH)->謂(ǔi)
15383(㥜)	㥜(hjw+jH)->㥜(ǔi)
15384(媦)	媦(hjw+jH)->媦(ǔi)
15386(緯)	緯(hjw+jH)->緯(ǔi)
15387(彚)	彚(hjw+jH)->彚(ǔi)
15387(彚)	彙(hjw+jH)->彙(ǔi)
15388(蝟)	猬(hjw+jH)->猬(ǔi)
15388(蝟)	蝟(hjw+jH)->蝟(ǔi)
15389(渭)	渭(hjw+jH)->渭(ǔi)
15390(煟)	煟(hjw+jH)->煟(ǔi)
15393(緭)	緭(hjw+jH)->緭(ǔi)
15397(圍)	圍(hjw+jH)->圍(ǔi)
15397(圍)	囲(hjw+jH)->囲(ǔi)
15398(魏)	魏(ngjw+jH)->魏((ŋ)ǔi)
15399(犩)	犩(ngjw+jH)->犩((ŋ)ǔi)
15400(沸)	沸(pj+jH)->沸(fǐ)
15402(芾)	芾(pj+jH)->芾(fǐ)
15403(茀)	茀(pj+jH)->茀(fǐ)
15404(誹)	誹(pj+jH)->誹(fǐ)
15407(𩰾)	𩰾(pj+jH)->𩰾(fǐ)
15411(費)	費(phj+jH)->費(fǐ)
15412(髴)	髴(phj+jH)->髴(fǐ)
15412(髴)	彿(phj+jH)->彿(fǐ)
15415(昲)	昲(phj+jH)->昲(fǐ)
15418(䙡)	䙡(khjw+jH)->䙡(kʰǔi)
15420(尉)	尉('jw+jH)->尉(ʔǔi)
15423(慰)	慰('jw+jH)->慰(ʔǔi)
15424(畏)	畏('jw+jH)->畏(ʔǔi)
15425(罻)	罻('jw+jH)->罻(ʔǔi)
15427(蔚)	蔚('jw+jH)->蔚(ʔǔi)
15432(諱)	諱(xjw+jH)->諱(hǔi)
15433(卉)	卉(xjw+jH)->卉(hǔi)
15434(芔)	芔(xjw+jH)->芔(hǔi)
15460(旣)	旣(kj+jH)->旣(kǐ)
15460(旣)	既(kj+jH)->既(kǐ)
15461(曁)	曁(kj+jH)->曁(kǐ)
15461(曁)	暨(kj+jH)->暨(kǐ)
15462(禨)	禨(kj+jH)->禨(kǐ)
15463(漑)	漑(kj+jH)->漑(kǐ)
15463(漑)	溉(kj+jH)->溉(kǐ)
15467(毅)	毅(ngj+jH)->毅((ŋ)ǐ)
15471(藙)	藙(ngj+jH)->藙((ŋ)ǐ)
15474(氣)	氣(khj+jH)->氣(kʰǐ)
15474(氣)	気(khj+jH)->気(kʰǐ)
15476(气)	气(khj+jH)->气(kʰǐ)
15479(欷)	欷(xj+jH)->欷(hǐ)
15480(唏)	唏(xj+jH)->唏(hǐ)
15481(塈)	墍(xj+jH)->墍(hǐ)
15481(塈)	塈(xj+jH)->塈(hǐ)
15482(愾)	愾(xj+jH)->愾(hǐ)
15483(氣)	氣(xj+jH)->氣(hǐ)
15483(氣)	気(xj+jH)->気(hǐ)
15484(餼)	餼(xj+jH)->餼(hǐ)
15488(熂)	熂(xj+jH)->熂(hǐ)
15489(黖)	黖(xj+jH)->黖(hǐ)
15490(霼)	霼(xj+jH)->霼(hǐ)
15491(摡)	摡(xj+jH)->摡(hǐ)
15499(衣)	衣('j+jH)->衣(ʔǐ)
15500(御)	御(ngjoH)->御(ŋy̌)
15501(馭)	馭(ngjoH)->馭(ŋy̌)
15502(語)	語(ngjoH)->語(ŋy̌)
15503(慮)	慮(ljoH)->慮(ly̌)
15504(勴)	勴(ljoH)->勴(ly̌)
15507(鑢)	鑢(ljoH)->鑢(ly̌)
15507(鑢)	䥨(ljoH)->䥨(ly̌)
15512(據)	據(kjoH)->據(ky̌)
15512(據)	拠(kjoH)->拠(ky̌)
15513(鋸)	鋸(kjoH)->鋸(ky̌)
15514(倨)	倨(kjoH)->倨(ky̌)
15515(踞)	踞(kjoH)->踞(ky̌)
15517(鐻)	鐻(kjoH)->鐻(ky̌)
15521(豦)	豦(kjoH)->豦(ky̌)
15522(覰)	覰(tshjoH)->覰(tsʰy̌)
15527(蜡)	蜡(tshjoH)->蜡(tsʰy̌)
15528(㰦)	㰦(khjoH)->㰦(kʰy̌)
15529(去)	去(khjoH)->去(kʰy̌)
15531(呿)	呿(khjoH)->呿(kʰy̌)
15533(胠)	胠(khjoH)->胠(kʰy̌)
15537(署)	署(dzyoH)->署(ʃʱy̌)
15539(薯)	薯(dzyoH)->薯(ʃʱy̌)
15540(曙)	曙(dzyoH)->曙(ʃʱy̌)
15541(恕)	恕(syoH)->恕(ʃy̌)
15542(庶)	庶(syoH)->庶(ʃy̌)
15542(庶)	庻(syoH)->庻(ʃy̌)
15545(著)	著(trjoH)->著(tʃy̌)
15546(箸)	箸(trjoH)->箸(tʃy̌)
15548(翥)	翥(tsyoH)->翥(tʃy̌)
15559(飫)	飫('joH)->飫(ʔy̌)
15561(瘀)	瘀('joH)->瘀(ʔy̌)
15565(淤)	淤('joH)->淤(ʔy̌)
15567(棜)	棜('joH)->棜(ʔy̌)
15569(箸)	箸(drjoH)->箸(dʒy̌)
15569(箸)	著(drjoH)->著(dʒy̌)
15570(筯)	筯(drjoH)->筯(dʒy̌)
15572(除)	除(drjoH)->除(dʒy̌)
15578(絮)	絮(sjoH)->絮(sy̌)
15579(助)	助(dzrjoH)->助(ɖʐǔ)
15580(耡)	耡(dzrjoH)->耡(ɖʐǔ)
15580(耡)	鋤(dzrjoH)->鋤(ɖʐǔ)
15582(怚)	怚(tsjoH)->怚(tsy̌)
15583(沮)	沮(tsjoH)->沮(tsy̌)
15584(詛)	詛(tsrjoH)->詛(ʈʂǔ)
15586(洳)	洳(nyoH)->洳(ʒy̌)
15587(茹)	茹(nyoH)->茹(ʒy̌)
15588(如)	如(nyoH)->如(ʒy̌)
15589(豫)	豫(yoH)->豫(jy̌)
15590(預)	預(yoH)->預(jy̌)
15591(譽)	譽(yoH)->譽(jy̌)
15592(礜)	礜(yoH)->礜(jy̌)
15594(輿)	輿(yoH)->輿(jy̌)
15594(輿)	轝(yoH)->轝(jy̌)
15595(鸒)	鸒(yoH)->鸒(jy̌)
15596(悆)	悆(yoH)->悆(jy̌)
15599(藇)	藇(yoH)->藇(jy̌)
15600(蕷)	蕷(yoH)->蕷(jy̌)
15601(穥)	穥(yoH)->穥(jy̌)
15604(歟)	歟(yoH)->歟(jy̌)
15606(與)	與(yoH)->與(jy̌)
15607(澦)	澦(yoH)->澦(jy̌)
15609(噓)	噓(xjoH)->噓(hy̌)
15610(女)	女(nrjoH)->女(ny̌)
15612(楚)	楚(tsrhjoH)->楚(ʈʂʰǔ)
15612(楚)	椘(tsrhjoH)->椘(ʈʂʰǔ)
15614(處)	處(tsyhoH)->處(tʃʰy̌)
15614(處)	䖏(tsyhoH)->䖏(tʃʰy̌)
15614(處)	処(tsyhoH)->処(tʃʰy̌)
15616(絮)	絮(trhjoH)->絮(tʃʰy̌)
15620(遇)	遇(ngjuH)->遇(ŋy̌)
15620(遇)	迂(ngjuH)->迂(ŋy̌)
15621(寓)	寓(ngjuH)->寓(ŋy̌)
15621(寓)	庽(ngjuH)->庽(ŋy̌)
15625(禺)	禺(ngjuH)->禺(ŋy̌)
15627(嫗)	嫗('juH)->嫗(ʔy̌)
15629(饇)	饇('juH)->饇(ʔy̌)
15630(樹)	樹(dzyuH)->樹(ʃʱy̌)
15632(澍)	澍(dzyuH)->澍(ʃʱy̌)
15635(住)	住(drjuH)->住(dʒy̌)
15638(附)	附(bjuH)->附(fʱǔ)
15639(坿)	坿(bjuH)->坿(fʱǔ)
15641(賻)	賻(bjuH)->賻(fʱǔ)
15642(駙)	駙(bjuH)->駙(fʱǔ)
15643(鮒)	鮒(bjuH)->鮒(fʱǔ)
15646(跗)	跗(bjuH)->跗(fʱǔ)
15648(胕)	胕(bjuH)->胕(fʱǔ)
15649(注)	注(tsyuH)->注(tʃy̌)
15653(鑄)	鑄(tsyuH)->鑄(tʃy̌)
15653(鑄)	鋳(tsyuH)->鋳(tʃy̌)
15654(馵)	馵(tsyuH)->馵(tʃy̌)
15655(註)	註(tsyuH)->註(tʃy̌)
15656(炷)	炷(tsyuH)->炷(tʃy̌)
15657(澍)	澍(tsyuH)->澍(tʃy̌)
15658(霔)	霔(tsyuH)->霔(tʃy̌)
15663(䪒)	䪒(tsyuH)->䪒(tʃy̌)
15665(屨)	屨(kjuH)->屨(ky̌)
15666(句)	句(kjuH)->句(ky̌)
15668(絇)	絇(kjuH)->絇(ky̌)
15675(昫)	昫(xjuH)->昫(hy̌)
15676(煦)	煦(xjuH)->煦(hy̌)
15677(酗)	酗(xjuH)->酗(hy̌)
15678(呴)	呴(xjuH)->呴(hy̌)
15689(裕)	裕(yuH)->裕(jy̌)
15692(諭)	諭(yuH)->諭(jy̌)
15693(喻)	喩(yuH)->喩(jy̌)
15693(喻)	喻(yuH)->喻(jy̌)
15694(籲)	𥸤(yuH)->𥸤(jy̌)
15694(籲)	籲(yuH)->籲(jy̌)
15694(籲)	吁(yuH)->吁(jy̌)
15696(孺)	孺(nyuH)->孺(ʒy̌)
15700(赴)	赴(phjuH)->赴(fǔ)
15705(簠)	簠(phjuH)->簠(fǔ)
15706(訃)	訃(phjuH)->訃(fǔ)
15708(仆)	仆(phjuH)->仆(fǔ)
15711(務)	務(mjuH)->務(vǔ)
15712(婺)	婺(mjuH)->婺(vǔ)
15713(霧)	霧(mjuH)->霧(vǔ)
15715(騖)	騖(mjuH)->騖(vǔ)
15724(鶩)	鶩(mjuH)->鶩(vǔ)
15726(足)	足(tsjuH)->足(tsy̌)
15727(懼)	懼(gjuH)->懼(gy̌)
15728(具)	具(gjuH)->具(gy̌)
15731(芋)	芋(hjuH)->芋(jy̌)
15732(雨)	雨(hjuH)->雨(jy̌)
15733(羽)	羽(hjuH)->羽(jy̌)
15736(埾)	𡒍(dzjuH)->𡒍(dzy̌)
15736(埾)	埾(dzjuH)->埾(dzy̌)
15737(聚)	聚(dzjuH)->聚(dzy̌)
15741(付)	付(pjuH)->付(fǔ)
15742(賦)	賦(pjuH)->賦(fǔ)
15743(傅)	傅(pjuH)->傅(fǔ)
15747(娶)	娶(tshjuH)->娶(tsʰy̌)
15748(趣)	趣(tshjuH)->趣(tsʰy̌)
15749(註)	註(trjuH)->註(tʃy̌)
15752(軴)	軴(trjuH)->軴(tʃy̌)
15756(咮)	咮(trjuH)->咮(tʃy̌)
15758(驅)	驅(khjuH)->驅(kʰy̌)
15758(驅)	駈(khjuH)->駈(kʰy̌)
15758(驅)	駆(khjuH)->駆(kʰy̌)
15766(屢)	屢(ljuH)->屢(ly̌)
15768(暮)	暮(muH)->暮(mǔ)
15769(慕)	慕(muH)->慕(mǔ)
15770(募)	募(muH)->募(mǔ)
15771(墓)	墓(muH)->墓(mǔ)
15772(慔)	慔(muH)->慔(mǔ)
15774(渡)	渡(duH)->渡(dǔ)
15776(鍍)	鍍(duH)->鍍(dǔ)
15777(度)	度(duH)->度(dǔ)
15779(路)	路(luH)->路(lǔ)
15780(露)	露(luH)->露(lǔ)
15781(潞)	潞(luH)->潞(lǔ)
15782(輅)	輅(luH)->輅(lǔ)
15783(鷺)	鷺(luH)->鷺(lǔ)
15784(璐)	璐(luH)->璐(lǔ)
15785(賂)	賂(luH)->賂(lǔ)
15786(簬)	簬(luH)->簬(lǔ)
