正韻卷番	韻目	IPA	正韻小韻分隔	正韻字頭	正韻反切	ytenx小韻番	正韻牋字頭(ytenx)	正韻牋反切(ytenx)
10	送	lǔŋ	○	弄	盧貢切	1240	弄	盧貢切
10	送	ɦǔŋ	○	哄	胡貢切	1241	哄	胡貢切
10	送	ɦǔŋ	○	洚	NA	1241	洚	NA
10	送	hǔŋ		烘	呼貢切	1242	烘	呼貢切
10	送	khǔŋ	○	控	苦貢切	1243	控	苦貢切
10	送	kǔŋ	○	貢	古送切	1244	貢	古送切
10	送	kǔŋ	○	㔶	NA	1244	㔶	NA
10	送	ʔǔŋ	○	瓮	烏貢切	1245	瓮	烏貢切
10	送	mǔŋ	○	夢	䝉弄切	1246	夢	蒙弄切
10	送	mǔŋ	○	𡬌	NA	1246	𡬌	NA
10	送	mǔŋ	○	瞢	NA	1246	瞢	NA
10	送	fǔŋ	○	賵	撫鳳切	1247	賵	撫鳳切
10	送	ʔyǔŋ	○	雍	於用切	1248	雍	於用切
10	送	ʔyǔŋ	○	𩌋	NA	1248	𩌋	NA
10	送	tʃyǔŋ	○	衆	之仲切	1249	衆	之仲切
10	送	dʒyǔŋ	○	仲	直衆切	1250	仲	直衆切
10	送	jyǔŋ	○	用	余頌切	1251	用	余頌切
10	送	szyǔŋ	○	頌	似用切	1252	頌	似用切
10	送	dzyǔŋ	○	從	才仲切	1253	從	才仲切
10	送	hyǔŋ	○	匈	許用切	1254	匈	許用切
10	送	gyǔŋ	○	共	渠用切	1255	共	渠用切
10	送	khyǔŋ	○	恐	欺用切	1256	恐	欺用切
10	送	kyǔŋ	○	供	居用切	1257	供	居用切
10	送	tʃhyǔŋ	○	憃	丑用切	1258	憃	丑用切
10	送	nǔŋ	○	齈	奴凍切	1259	齈	奴凍切
10	寘	tʃiɨ̌	二寘¶¶	寘	支義切	1260	寘	支義切
10	寘	tʃiɨ̌	○	躓	NA	1260	躓	NA
10	寘	tsɨ̌	○	恣	資四切	1261	恣	資四切
10	寘	tʃhǐ	○	翅	昌智切	1262	翅	昌智切
10	寘	tʃhiɨ̌		熾	昌志切	1263	熾	昌志切
10	寘	tʃhiɨ̌	○	𩟄	NA	1263	𩟄	NA
10	寘	ʃʒiɨ̌	○	侍	時吏切	1264	侍	時吏切
10	寘	ʃʒiɨ̌	○	蒔	NA	1264	蒔	NA
10	寘	ʃʒiɨ̌	○	示	NA	1264	示	NA
10	寘	ɻ̌	○	二	而至切	1265	二	而至切
10	寘	sɨ̌	○	四	息漬切	1266	四	息漬切
10	寘	sɨ̌	○	笥	相吏切	1267	笥	相吏切
10	寘	sɨ̌	○	司	NA	1267	司	NA
10	寘	dzɨ̌	○	自	疾二切	1268	自	疾二切
10	寘	tʃǐ	○	智	知意切	1269	智	知意切
10	寘	tʃǐ	○	緻	NA	1269	緻	NA
10	寘	tʃiɪ̌i		制	征例切	1270	制	征例切
10	寘	dʒǐ	○	治	直意切	1271	治	直意切
10	寘	tʃhǐ	○	眙	丑吏切	1272	眙	丑吏切
10	寘	jǐ	○	異	以智切	1273	異	以智切
10	寘	ŋiɪ̌i	○	詣	倪制切	1274	詣	倪制切
10	寘	jiɪ̌i	○	曳	以制切	1275	曳	以制切
10	寘	jiɪ̌i	○	詍	NA	1275	詍	NA
10	寘	jiɪ̌i	○	洩	NA	1275	洩	NA
10	寘	ʃiɨ̌	○	試	式至切	1276	試	式至切
10	寘	gǐ	○	芰	奇寄切	1277	芰	奇寄切
10	寘	phǐ	○	譬	匹智切	1278	譬	匹智切
10	寘	pǐ	○	祕	兵媚切	1279	祕	兵媚切
10	寘	bǐ	○	避	毗意切	1280	避	毗意切
10	寘	ʃʒiɪ̌i	○	誓	時智切	1281	誓	時智切
10	寘	vǐ	○	未	無沸切	1282	未	無沸切
10	寘	tʂhɨ̌	○	廁	初寺切	1283	廁	初寺切
10	寘	tʂhɨ̌	○	杫	NA	1283	杫	NA
10	寘	tshɨ̌	○	次	七四切	1284	次	七四切
10	寘	hǐ	○	戲	許意切	1285	戲	許意切
10	寘	ʔǐ	○	意	於戱切	1286	意	於戲切
10	寘	ʔiɪ̌i	○	医	於計切	1287	医	於計切
10	寘	fǐ	○	費	芳未切	1288	費	芳未切
10	寘	fǐ	○	厞	NA	1288	厞	NA
10	寘	ʃiɪ̌i	○	世	始制切	1289	世	始制切
10	寘	tʃhiɪ̌i	○	掣	尺制切	1290	掣	尺制切
10	寘	hiɪ̌i	○	侐	火揥切	1291	侐	火揥切
10	寘	piɪ̌i	○	閉	必弊切	1292	閉	必弊切
10	寘	phǐ	○	轡	兵臂切	1293	轡	兵臂切
10	寘	pǐ	○	臂	必轡切	1294	臂	必轡切
10	霽	tsiɪ̌i	三霽¶¶	霽	子記切	1295	霽	子計切
10	霽	dziɪ̌i	○	劑	才詣切	1296	劑	才詣切
10	霽	siɪ̌i	○	細	思計切	1297	細	思計切
10	霽	siɪ̌i	○	栖	NA	1297	栖	NA
10	霽	tshiɪ̌i	○	切	七計切	1298	切	七計切
10	霽	tiɪ̌i	○	帝	丁計切	1299	帝	丁計切
10	霽	tiɪ̌i	○	⿰訁疐	NA	1299	嚏	NA
10	霽	thiɪ̌i	○	替	他計切	1300	替	他計切
10	霽	thiɪ̌i	○	楴	NA	1300	楴	NA
10	霽	diɪ̌i		第	大計切	1301	第	大計切
10	霽	dǐ	○	地	徒利切	1302	地	徒利切
10	霽	dǐ	○	埊	NA	1302	埊	NA
10	霽	lǐ	○	利	力也切	1303	利	力地切
10	霽	liɪ̌i	○	麗	力霽切	1304	麗	力霽切
10	霽	liɪ̌i	○	戾	NA	1304	戾	NA
10	霽	liɪ̌i	○	綟	NA	1304	綟	NA
10	霽	khǐ	○	器	去冀切	1305	器	去冀切
10	霽	khiɪ̌i	○	契	去計切	1306	契	去計切
10	霽	kiɪ̌i		計	吉詣切	1307	計	吉詣切
10	霽	kǐ	○	寄	吉器切	1308	寄	吉器切
10	霽	niɪ̌i	○	泥	乃計切	1309	泥	乃計切
10	霽	ɦiɪ̌i	○	系	胡記切	1310	系	胡計切
10	霽	miěi	○	寐	彌計切	1311	寐	彌計切
10	霽	dʒiɪ̌i	○	滯	直例切	1312	滯	直例切
11	御	ŋy̌	四御¶¶	御	魚據切	1313	御	魚據切
11	御	ʔy̌	○	飫	依據切	1314	飫	依據切
11	御	jy̌	○	豫	羊茹切	1314_no_siewx_ghiunh_separator	豫	NA
11	御	ʒy̌	○	孺	而遇切	1315	孺	而遇切
11	御	khy̌	○	去	區遇切	1316	去	區遇切
11	御	ky̌	○	據	居御切	1317	據	居御切
11	御	ky̌	○	踞	NA	1317	踞	NA
11	御	gy̌	○	瞿	忌遇切	1318	瞿	忌遇切
11	御	sy̌	○	絮	息據切	1319	絮	息據切
11	御	tshy̌	○	覰	七慮切	1320	覰	七慮切
11	御	tsy̌	○	怚	將豫切	1321	怚	將豫切
11	御	dzy̌	○	聚	族遇切	1322	聚	族遇切
11	御	ʃy̌	○	恕	商豫切	1323	恕	商豫切
11	御	ʃʒy̌	○	樹	殊遇切	1324	樹	殊遇切
11	御	tʃhy̌	○	處	昌據切	1325	處	昌據切
11	御	tʃy̌	○	著	陟慮切	1326	著	陟慮切
11	御	dʒy̌	○	筯	治據切	1327	筯	治據切
11	御	hy̌	○	噓	許御切	1328	噓	許御切
11	御	ly̌	○	慮	良據切	1329	慮	良據切
11	御	ny̌	○	女	尼據切	1330	女	尼據切
11	暮	mǔ	五暮¶¶	暮	莫故切	1331	暮	莫故切
11	暮	phǔ	○	鋪	普故切	1332	鋪	普故切
11	暮	pǔ	○	布	博故切	1333	布	博故切
11	暮	bǔ	○	步	薄故切	1334	步	薄故切
11	暮	sǔ	○	素	蘇故切	1335	素	蘇故切
11	暮	tshǔ	○	措	倉故切	1336	措	倉故切
11	暮	dzǔ	○	祚	靖故切	1337	祚	靖故切
11	暮	tsǔ	○	作	臧祚切	1338	作	臧祚切
11	暮	ɖʐǔ	○	助	狀祚切	1339	助	牀祚切
11	暮	tʂǔ	○	詛	莊助切	1340	詛	莊助切
11	暮	tǔ	○	妒	都故切	1341	妒	都故切
11	暮	dǔ	○	度	獨故切	1342	度	獨故切
11	暮	thǔ	○	兔	土故切	1343	兔	土故切
11	暮	lǔ	○	路	魯故切	1344	路	魯故切
11	暮	lǔ	○	璐	NA	1344	璐	NA
11	暮	nǔ	○	怒	怒故切	1345	怒	奴故切
11	暮	ɦǔ	○	護	胡故切	1346	護	胡故切
11	暮	hǔ	○	謼	荒故切	1347	謼	荒故切
11	暮	khǔ	○	庫	苦故切	1348	庫	苦故切
11	暮	kǔ	○	顧	古慕切	1349	顧	古慕切
11	暮	ʔǔ	○	汙	烏故切	1350	汙	烏故切
11	暮	ŋǔ	○	誤	五故切	1351	誤	五故切
11	暮	ʂǔ	○	疏	所故切	1352	疏	所故切
11	暮	tʂhǔ	○	楚	創故切	1353	楚	倉故切
11	暮	fǔ		赴	芳故切	1354	赴	芳故切
11	暮	fvǔ	○	附	防父切	1355	附	防父切
11	暮	vǔ	○	務	亡暮切	1356	務	亡暮切
11	泰	thǎi	六泰¶¶	泰	他蓋切	1357	泰	他蓋切
11	泰	dǎi	○	代	度耐切	1358	代	度耐切
11	泰	dǎi	○	迨	NA	1358	迨	NA
11	泰	tǎi	○	帶	當蓋切	1359	帶	當蓋切
11	泰	tǎi	○	戴	丁代切	1360	戴	丁代切
11	泰	dǎi	○	大	度柰切	1361	大	度柰切
11	泰	lǎi	○	賴	落蓋切	1362	賴	落蓋切
11	泰	lǎi	○	徠	洛代切	1363	徠	洛代切
11	泰	nǎi	○	柰	尼帶切	1364	柰	尼帶切
11	泰	tshǎi	○	菜	倉代切	1365	菜	倉代切
11	泰	kǎi	○	蓋	居大切	1366	蓋	居大切
11	泰	ʔǎi	○	愛	於蓋切	1367	愛	於蓋切
11	泰	ŋǎi	○	艾	牛蓋切	1368	艾	牛蓋切
11	泰	ɦǎi	○	害	下蓋切	1369	害	下蓋切
11	泰	ŋwǎi	○	外	五塊切	1370	外	五塊切
11	泰	ʔwǎi	○	嗄	於邁切	1371	嗄	於邁切
11	泰	khǎi	○	慨	丘蓋切	1372	慨	丘蓋切
11	泰	tsǎi	○	再	作代切	1373	再	作代切
11	泰	dzǎi	○	在	昨代切	1374	在	昨代切
11	泰	tʂhǎi	○	嘬	楚邁切	1375	嘬	楚邁切
11	泰	tʂhǎi	○	瘥	楚懈切	1376	瘥	楚懈切
11	泰	kiǎi	○	戒	居拜切	1377	戒	居拜切
11	泰	ʔǎi	○	隘	烏懈切	1378	隘	烏懈切
11	泰	(ŋ)jiǎi	○	睚	牛懈切	1379	睚	牛懈切
11	泰	khiǎi	○	𩋧	口戒切	1380	𩋧	口戒切
11	泰	phǎi		派	普夬切	1381	派	普夬切
11	泰	pǎi	○	拜	布怪切	1382	拜	布怪切
11	泰	bǎi	○	敗	薄邁切	1383	敗	薄邁切
11	泰	mǎi	○	賣	莫懈切	1384	賣	莫懈切
11	泰	ʂǎi	○	曬	所賣切	1385	曬	所賣切
11	泰	sǎi	○	塞	先代切	1386	塞	先代切
11	泰	kwǎi	○	怪	古壞切	1387	怪	古壞切
11	泰	ɖʐǎi	○	砦	助邁切	1388	砦	助邁切
11	泰	tʂǎi	○	債	側賣切	1389	債	側賣切
11	泰	khwǎi	○	快	苦夬切	1390	快	苦夬切
11	泰	ɦiǎi	○	械	下戒切	1391	械	下戒切
11	泰	ɦwǎi	○	壞	蕐賣切	1392	壞	華賣切
11	隊	dǔi	七隊¶¶	隊	杜對切	1393	隊	杜對切
11	隊	tǔi	○	對	都内切	1394	對	都内切
11	隊	thǔi	○	退	吐内切	1395	退	吐内切
11	隊	lǔi	○	類	力遂切	1396	類	力遂切
11	隊	phǔi	○	配	滂佩切	1397	配	滂佩切
11	隊	bǔi	○	旆	步昧切	1398	旆	步昧切
11	隊	bǔi	○	北	NA	1398	北	NA
11	隊	pǔi	○	背	邦妹切	1399	背	邦妹切
11	隊	mǔi	○	妹	莫佩切	1400	妹	莫佩切
11	隊	sǔi	○	歲	須銳切	1401	歲	須銳切
11	隊	szǔi	○	遂	徐醉切	1402	遂	徐醉切
11	隊	szǔi	○	襚	NA	1402	襚	NA
11	隊	tshǔi	○	翠	七醉切	1403	翠	七醉切
11	隊	dzǔi	○	萃	秦醉切	1404	萃	秦醉切
11	隊	ɦǔi	○	潰	胡對切	1405	潰	胡對切
11	隊	ɦǔi	○	沬	NA	1405	沬	NA
11	隊	hǔi	○	誨	呼對切	1406	誨	呼對切
11	隊	ɦǔi	○	慧	胡桂切	1407	慧	胡桂切
11	隊	jǔi	○	叡	于芮切	1408	叡	于芮切
11	隊	ʒǔi	○	汭	儒稅切	1409	汭	儒稅切
11	隊	kǔi		儈	古外切	1410	儈	古外切
11	隊	kǔi	○	貴	居胃切	1411	貴	居胃切
11	隊	gǔi	○	匱	具位切	1412	匱	具位切
11	隊	dʒǔi	○	墜	直類切	1413	墜	直類切
11	隊	ʔǔi	○	穢	烏胃切	1414	穢	烏胃切
11	隊	ʔǔi	○	尉	紆胃切	1415	尉	紆胃切
11	隊	ǔi	○	胃	于位切	1416	胃	于位切
11	隊	ŋǔi	○	魏	魚胃切	1417	魏	魚胃切
11	隊	tʃǔi	○	惴	之瑞切	1418	惴	之瑞切
11	隊	tʃhǔi	○	吹	蚩瑞切	1419	吹	蚩瑞切
11	隊	ʃʒǔi	○	瑞	殊偽切	1420	瑞	殊僞切
11	隊	ʃǔi	○	稅	輸芮切	1421	稅	輸芮切
11	隊	ʂǔi	○	帥	所類切	1422	帥	所類切
11	隊	nǔi	○	諉	女恚切	1423	諉	女恚切
11	隊	nǔi	○	内	奴對切	1424	内	奴對切
11	隊	khǔi	○	觖	窺睡切	1425	觖	窺睡切
11	隊	gǔi	○	悸	其季切	1426	悸	其季切
11	隊	khǔi	○	喟	丘媿切	1427	喟	丘魏切
11	隊	tsǔi	○	醉	將遂切	1428	醉	將遂切
11	隊	hǔi	○	睢	香萃切	1429	睢	香萃切
11	震	tʃǐn	八震¶¶	震	之刃切	1430	震	之刃切
11	震	dʒǐn	○	陣	真刃切	1431	陣	直刃切
11	震	tʃyǔn	○	稕	朱閏切	1432	稕	朱閏切
11	震	ʒǐn	○	刃	而振切	1433	刃	而振切
11	震	ʒyǔn	○	閏	儒順切	1434	閏	儒順切
11	震	ŋǐn	○	憖	魚僅切	1435	憖	魚僅切
11	震	jǐn	○	孕	羊進切	1436	孕	羊進切
11	震	ʔǐn	○	印	衣刃切	1437	印	衣刃切
11	震	ʃʒǐn	○	愼	時刃切	1438	愼	時刃切
11	震	pǐn	○	儐	必刃切	1439	儐	必刃切
11	震	pǔn	○	奔	逋悶切	1440	奔	逋悶切
11	震	sǐn	○	信	思晉切	1441	信	思晉切
11	震	syǔn	○	峻	須閏切	1442	峻	須閏切
11	震	szyǔn	○	殉	松閏切	1443	殉	松閏切
11	震	sǔn	○	巽	蘇困切	1444	巽	蘇困切
11	震	sǔn	○	遜	NA	1444	遜	NA
11	震	tsǐn	○	晉	即刃切	1445	晉	即刃切
11	震	dzǐn		盡	齊進切	1446	盡	齊進切
11	震	tsyǔn	○	俊	祖峻切	1447	俊	祖峻切
11	震	tsǔn	○	焌	祖寸切	1448	焌	祖寸切
11	震	szǐn	○	燼	徐刃切	1449	燼	徐刃切
11	震	tshǐn	○	親	寸遴切	1450	親	寸遴切
11	震	tʂhə̌n	○	藽	初覲切	1451	藽	初覲切
11	震	tʃhǐn	○	趂	丑刄切	1452	趂	丑刃切
11	震	lǐn	○	吝	良刃切	1453	吝	良刃切
11	震	lǐn	○	磷	NA	1453	磷	NA
11	震	lǔn	○	論	盧困切	1454	論	盧困切
11	震	khǐn	○	菣	去刃切	1455	菣	去刃切
11	震	hǐn	○	釁	許刃切	1456	釁	許刃切
11	震	hǐn	○	興	NA	1456	興	NA
11	震	gǐn	○	僅	具吝切	1457	僅	具吝切
11	震	ʃyǔn	○	舜	輸閏切	1458	舜	輸閏切
11	震	ʃʒyǔn	○	順	食閏切	1459	順	食閏切
11	震	vǔn	○	問	文運切	1460	問	文運切
11	震	fvǔn	○	分	房問切	1461	分	房問切
11	震	fǔn	○	僨	方問切	1462	僨	方問切
11	震	kyǔn	○	捃	居運切	1463	捃	居運切
11	震	kyǔn	○	皸	NA	1463	皸	NA
11	震	gyǔn	○	郡	具運切	1464	郡	具運切
11	震	ʔyǔn	○	醞	於問切	1465	醞	於問切
11	震	hyǔn	○	訓	吁運切	1466	訓	吁運切
11	震	jyǔn	○	運	禹慍切	1467	運	禹慍切
11	震	ɦǔn	○	慁	胡困切	1468	慁	胡困切
11	震	ɦǔn	○	顐	NA	1468	顐	NA
11	震	hǔn	○	惛	呼困切	1469	惛	呼困切
11	震	khǔn	○	困	苦悶切	1470	困	苦悶切
11	震	phǔn	○	噴	普悶切	1471	噴	普悶切
11	震	bǔn	○	坌	步悶切	1472	坌	步悶切
11	震	mǔn	○	悶	莫困切	1473	悶	莫困切
11	震	tshǔn	○	寸	村困切	1474	寸	村困切
11	震	tsǔn	○	鐏	祖悶切	1475	鐏	祖悶切
11	震	tǔn	○	頓	都困切	1476	頓	都困切
11	震	dǔn	○	鈍	杜困切	1477	鈍	杜困切
11	震	nǔn	○	嫩	奴困切	1478	嫩	奴困切
11	震	thǔn	○	褪	吐困切	1479	褪	吐困切
11	震	ɦə̌n	○	恨	下艮切	1480	恨	下艮切
11	震	kə̌n	○	艮	古恨切	1481	艮	古恨切
11	震	khə̌n	○	硍	苦恨切	1482	硍	苦恨切
12	翰	ɦɔ̌n	九翰¶¶	翰	侯幹切	1483	翰	侯幹切
12	翰	kɔ̌n	○	榦	古汗切	1484	榦	古汗切
12	翰	hɔ̌n	○	漢	虚汗切	1485	漢	虛汗切
12	翰	khɔ̌n	○	看	袪幹切	1486	看	袪幹切
12	翰	ʔɔ̌n	○	按	於幹切	1487	按	於幹切
12	翰	ŋɔ̌n	○	岸	魚幹切	1488	岸	魚幹切
12	翰	ŋɔ̌n	○	喭	NA	1488	喭	NA
12	翰	ɦwɔ̌n	○	換	胡玩切	1489	換	胡玩切
12	翰	hwɔ̌n	○	喚	呼玩切	1490	喚	呼玩切
12	翰	kwɔ̌n		貫	古玩切	1491	貫	古玩切
12	翰	nwɔ̌n	○	愞	奴亂切	1492	愞	奴亂切
12	翰	ŋwɔ̌n	○	玩	五換切	1493	玩	五換切
12	翰	pwɔ̌n	○	半	博漫切	1494	半	博漫切
12	翰	phwɔ̌n	○	判	普半切	1495	判	普半切
12	翰	bwɔ̌n	○	畔	薄半切	1496	畔	薄半切
12	翰	mwɔ̌n	○	縵	莫半切	1497	縵	莫半切
12	翰	swɔ̌n	○	筭	蘇貫切	1498	筭	蘇貫切
12	翰	tshwɔ̌n	○	竄	取亂切	1499	竄	取亂切
12	翰	tswɔ̌n	○	鑽	祖筭切	1500	鑽	祖筭切
12	翰	dzwɔ̌n	○	攢	在玩切	1501	攢	在玩切
12	翰	twɔ̌n	○	鍛	都玩切	1502	鍛	都玩切
12	翰	thwɔ̌n	○	彖	杜玩切	1503	彖	吐玩切
12	翰	dwɔ̌n	○	段	杜玩切	1504	段	杜玩切
12	翰	lwɔ̌n	○	亂	盧玩切	1505	亂	盧玩切
12	諫	kiǎn	十諫¶¶	諫	居晏切	1506	諫	居晏切
12	諫	ʔiǎn	○	晏	於諫切	1507	晏	於諫切
12	諫	kwǎn	○	慣	古患切	1508	慣	古患切
12	諫	ɦwǎn	○	患	胡貫切	1509	患	胡慣切
12	諫	phǎn		襻	普患切	1510	襻	普患切
12	諫	fǎn	○	番	甫患切	1511	番	甫患切
12	諫	mǎn	○	慢	莫晏切	1512	慢	莫晏切
12	諫	ʂǎn	○	訕	所晏切	1513	訕	所晏切
12	諫	ɖʐǎn	○	棧	助諫切	1514	棧	助諫切
12	諫	tʂhwǎn	○	篡	初患切	1515	篡	初患切
12	諫	ɦiǎn	○	骭	下患切	1516	骭	下患切
12	諫	ŋwǎn	○	薍	五患切	1517	薍	五患切
12	諫	tshǎn	○	粲	倉晏切	1518	粲	倉晏切
12	諫	tsǎn	○	贊	則諫切	1519	贊	則諫切
12	諫	dzǎn	○	瓚	才賛切	1520	瓚	才贊切
12	諫	thǎn	○	炭	他晏切	1521	炭	他晏切
12	諫	dǎn	○	憚	杜晏切	1522	憚	杜晏切
12	諫	lǎn	○	爛	郎患切	1523	爛	郎患切
12	諫	tǎn	○	旦	得爛切	1524	旦	得爛切
12	諫	sǎn		散	先諫切	1525	散	先諫切
12	諫	ʔwǎn	○	腕	烏貫切	1526	腕	烏貫切
12	諫	(ŋ)jiǎn		鴈	魚澗切	1527	鴈	魚澗切
12	諫	nǎn	○	難	乃旦切	1528	難	乃旦切
12	諫	tʂhǎn		鏟	初諫切	1529	鏟	初諫切
12	諫	bǎn	○	瓣	備莧切	1530	瓣	備莧切
12	諫	phǎn	○	盼	匹襇切	1531	盼	匹襉切
12	諫	ɖʐǎn		綻	丈襇切	1532	綻	丈襉切
12	諫	ɦiǎn	○	莧	狹襇切	1533	莧	狹澗切
12	諫	fǎn	○	販	方諫切	1534	販	方諫切
12	諫	fǎn	○	嬔	同上切	1534	嬔	NA
12	諫	fvǎn	○	飯	符諫切	1535	飯	符諫切
12	諫	vǎn	○	萬	無販切	1536	萬	無販切
12	霰	siɛ̌n	十　一　霰¶¶	霰	先見切	1537	霰	先見切
12	霰	tshiɛ̌n	○	蒨	倉甸切	1538	蒨	倉甸切
12	霰	dziɛ̌n	○	荐	在甸切	1539	荐	在甸切
12	霰	sziɛ̌n	○	羡	似面切	1540	羨	似面切
12	霰	dziɛ̌n	○	賤	在線切	1541	賤	在線切
12	霰	tiɛ̌n	○	殿	丁練切	1542	殿	丁練切
12	霰	thiɛ̌n	○	瑱	他甸切	1543	瑱	他甸切
12	霰	diɛ̌n	○	電	蕩練切	1544	電	蕩練切
12	霰	liɛ̌n	○	練	卽甸切	1545	練	郎甸切
12	霰	lyuɛ̌n		戀	龍眷切	1546	戀	龍眷切
12	霰	ɦiɛ̌n	○	現	形甸切	1547	現	形甸切
12	霰	(ŋ)jiɛ̌n	○	硯	倪甸切	1548	硯	倪甸切
12	霰	kiɛ̌n	○	建	經電切	1549	建	經電切
12	霰	ɦyuɛ̌n	○	眩	熒絹切	1550	眩	熒絹切
12	霰	(ŋ)jyuɛ̌n	○	願	虞怨切	1551	願	虞怨切
12	霰	(ŋ)jyuɛ̌n	○	院	NA	1551	院	NA
12	霰	hiɛ̌n		獻	曉見切	1552	獻	曉見切
12	霰	khyuɛ̌n	○	券	區願切	1553	券	區願切
12	霰	niɛ̌n	○	碾	女箭切	1554	碾	女箭切
12	霰	kyuɛ̌n	○	絹	吉掾切	1555	絹	吉掾切
12	霰	ʔiɛ̌n	○	宴	伊甸切	1556	宴	伊甸切
12	霰	hyuɛ̌n	○	絢	翾眩切	1557	絢	翾眩切
12	霰	piɛ̌n	○	徧	卑見切	1558	徧	卑見切
12	霰	jyuɛ̌n	○	怨	迂絹切	1559	怨	迂絹切
12	霰	phiɛ̌n	○	片	匹見切	1560	片	匹見切
12	霰	miɛ̌n	○	麪	莫見切	1561	麪	莫見切
12	霰	syuɛ̌n	○	選	須絹切	1562	選	須絹切
12	霰	tshyuɛ̌n	○	縓	取絹切	1563	縓	取絹切
12	霰	szyuɛ̌n	○	旋	隨戀切	1564	旋	隨戀切
12	霰	ʃiɛ̌n	○	扇	式戰切	1565	扇	式戰切
12	霰	tʃhiɛ̌n	○	繟	天戰切	1566	繟	尺戰切
12	霰	tʃiɛ̌n	○	戰	之膳切	1567	戰	之膳切
12	霰	ʃʒiɛ̌n	○	繕	時載切	1568	繕	時戰切
12	霰	tʃyuɛ̌n	○	囀	株戀切	1569	囀	株戀切
12	霰	tʃhyuɛ̌n	○	釧	樞絹切	1570	釧	樞絹切
12	霰	dʒyuɛ̌n	○	饌	除戀切	1571	饌	除戀切
12	霰	ʒyuɛ̌n	○	𤲬	儒轉切	1572	𤲬	儒轉切
12	霰	dʒiɛ̌n	○	纏	直碾切	1573	纏	直碾切
12	霰	dʒyuɛ̌n	○	傳	柱戀切	1574	傳	住戀切
12	霰	khiɛ̌n	○	譴	詰戰切	1575	譴	詰戰切
12	霰	gyuɛ̌n		倦	逵眷切	1576	倦	逵眷切
12	霰	giɛ̌n	○	健	渠建切	1577	健	渠建切
12	霰	biɛ̌n	○	便	毗面切	1578	便	毗面切
12	霰	tsiɛ̌n	○	薦	作甸切	1579	薦	作甸切
12	嘯	siɛ̌w	十　二　嘯¶¶	嘯	蘇弔切	1580	嘯	蘇弔切
12	嘯	tiɛ̌w	○	弔	多嘯切	1581	弔	多嘯切
12	嘯	thiɛ̌w	○	糶	他弔切	1582	糶	他弔切
12	嘯	diɛ̌w	○	調	杜弔切	1583	調	杜弔切
12	嘯	liɛ̌w	○	料	力弔切	1584	料	力弔切
12	嘯	ŋiɛ̌w	○	澆	五弔切	1585	澆	五弔切
12	嘯	niɛ̌w	○	溺	奴弔切	1586	溺	奴弔切
12	嘯	khiɛ̌w	○	竅	苦弔切	1587	竅	苦弔切
12	嘯	kiɛ̌w	○	叫	古弔切	1588	叫	古弔切
12	嘯	ʔiɛ̌w	○	要	一笑切	1589	要	一笑切
12	嘯	tshiɛ̌w	○	陗	七肖切	1590	陗	七肖切
12	嘯	tsiɛ̌w	○	醮	子肖切	1591	醮	子肖切
12	嘯	dziɛ̌w	○	嚼	在笑切	1592	嚼	在笑切
12	嘯	ʃiɛ̌w	○	少	失照切	1593	少	失照切
12	嘯	tʃiɛ̌w	○	照	之笑切	1594	照	之笑切
12	嘯	ʃʒiɛ̌w	○	邵	實照切	1595	邵	實照切
12	嘯	dʒiɛ̌w	○	召	直笑切	1596	召	直笑切
12	嘯	jiɛ̌w	○	燿	弋笑切	1597	燿	弋笑切
12	嘯	giɛ̌w	○	嶠	渠廟切	1598	嶠	渠廟切
12	嘯	phiɛ̌w	○	勡	匹妙切	1599	勡	匹妙切
12	嘯	biɛ̌w	○	驃	毗召切	1600	驃	毗召切
12	嘯	miɛ̌w	○	妙	彌笑切	1601	妙	彌笑切
12	嘯	hiɛ̌w	○	歊	許照切	1602	歊	許照切
12	嘯	piɛ̌w	○	俵	悲廟切	1603	俵	悲廟切
12	效	ɦiǎw	十　三　效¶¶	效	胡孝切	1604	效	胡孝切
12	效	hiǎw	○	孝	許敎切	1605	孝	許教切
12	效	khiǎw	○	敲	口敎切	1606	敲	口教切
12	效	kiǎw	○	敎	居效切	1607	敎	居效切
12	效	(ŋ)jiǎw	○	樂	魚敎切	1608	樂	魚教切
12	效	pǎw	○	豹	布恔切	1609	豹	布恔切
12	效	phǎw	○	砲	披敎切	1610	砲	披教切
12	效	ʔiǎw	○	拗	於敎切	1611	拗	於教切
12	效	mǎw	○	貌	眉敎切	1612	貌	眉教切
12	效	mǎw	○	㡌	莫報切	1613	㡌	莫報切
12	效	ʂǎw	○	稍	所敎切	1614	稍	所教切
12	效	tʂhǎw	○	鈔	楚敎切	1615	鈔	楚教切
12	效	tʂǎw	○	罩	陟敎切	1616	罩	陟教切
12	效	tʂhǎw	○	趠	敕敎切	1617	趠	勅教切
12	效	ɖʐǎw	○	櫂	直敎切	1618	櫂	直教切
12	效	nǎw	○	鬧	女敎切	1619	鬧	女教切
12	效	tʂǎw	○	抓	側敎切	1620	抓	側教切
12	效	ɦǎw	○	號	胡到切	1621	號	胡到切
12	效	hǎw	○	耗	虚到切	1622	耗	虛到切
12	效	khǎw	○	犒	口到切	1623	犒	口到切
12	效	kǎw		誥	居號切	1624	誥	居號切
12	效	ʔǎw	○	奥	於到切	1625	奧	於到切
12	效	ŋǎw	○	慠	魚到切	1626	慠	魚到切
