IPA	正韻卷番	正韻小韻分隔	正韻字頭	正韻反切	ytenx小韻番	正韻牋字頭(ytenx)	正韻牋反切(ytenx)
syuɛ̂n	8	○	選	須兗切	922	選	須兗切
dzyuɛ̌n'	8	○	雋	徂兗切	923	雋	徂兗切
tʃhiɛ̂n	8	○	闡	齒善切	924	闡	齒善切
ʃʒiɛ̌n'	8	○	善	上演切	925	善	上演切
tʃhyuɛ̂n	8	○	舛	尺兗切	926	舛	尺兗切
tʃyuɛ̂n	8	○	剸	止兗切	927	剸	止兗切
ʒyuɛ̂n	8	○	輭	乳兗切	928	輭	乳兗切
ɖʐwǎn'	8	○	撰	雛免切	929	撰	雛兗切
tʃiɛ̂n	8	○	展	之輦切	930	展	之輦切
liɛ̂n	8	○	輦	力展切	931	輦	力展切
jiɛ̂n	8	○	衍	以淺切	932	衍	以淺切
niɛ̂n	8	○	輾	尼展切	933	輾	尼展切
(ŋ)jiɛ̂n	8	○	巘	語蹇切	934	巘	語蹇切
dʒyuɛ̌n'	8	○	篆	柱兗切	935	篆	柱兗切
lyuɛ̂n	8	○	臠	盧轉切	936	臠	盧轉切
khiɛ̂n	8	○	遣	驅演切	937	遣	驅演切
kiɛ̂n	8	○	蹇	九輦切	938	蹇	九輦切
giɛ̌n'	8	○	鍵	巨展切	939	鍵	巨展切
gyuɛ̌n'	8	○	圈	巨卷切	940	圈	巨卷切
kyuɛ̂n	8	○	卷	古轉切	941	卷	古轉切
(ŋ)jyuɛ̂n	8	○	阮	五逺切	942	阮	五遠切
ʔyuɛ̂n	8	○	宛	於阮切	943	宛	於阮切
ʔyuɛ̂n	8	○	惌	NA	943	惌	NA
hyuɛ̂n	8	○	𣉖	况逺切	944	𣉖	況遠切
ʔiɛ̂n	8	○	偃	於幰切	945	偃	於幰切
siɛ̂w	9	十二篠¶¶	篠	先了切	946	篠	先了切
tsiɛ̂w	9	○	湫	子了切	947	湫	子了切
niɛ̂w	9	○	鳥	尼了切	948	鳥	尼了切
thiɛ̂w	9	○	挑	土了切	949	挑	土了切
liɛ̂w	9	○	了	盧皎切	950	了	盧皎切
diɛ̌w'	9	○	窕	徒了切	951	窕	徒了切
ʔiɛ̂w	9	○	杳	伊鳥切	952	杳	伊鳥切
kiɛ̂w	9	○	皎	吉了切	953	皎	吉了切
tʃiɛ̂w	9	○	沼	止少切	954	沼	止少切
giɛ̌w'	9	○	糾	其紹切	955	糾	其紹切
ʃʒiɛ̌w'	9	○	紹	市召切	956	紹	市沼切
ʒiɛ̂w	9	○	擾	爾紹切	957	擾	爾紹切
dʒiɛ̌w'	9	○	趙	直巧切	958	趙	直紹切
tshiɛ̂w	9	○	悄	七小切	959	悄	七小切
ʃiɛ̂w	9	○	少	治紹切	960	少	始紹切
hiɛ̂w	9	○	曉	馨杳切	961	曉	馨杳切
piɛ̂w	9	○	表	彼小切	962	表	彼小切
phiɛ̂w	9		縹	普沼切	963	縹	普沼切
biɛ̌w'	9		摽	婢小切	964	摽	婢小切
miɛ̂w	9	○	眇	弭沼切	965	眇	弭沼切
khiâw	9	十三巧¶¶	巧	苦絞切	966	巧	苦絞切
kiâw	9	○	佼	古巧切	967	佼	古巧切
pâw	9	○	飽	博巧切	968	飽	博巧切
bǎw'	9	○	鮑	部巧切	969	鮑	部巧切
mâw	9	○	卯	莫鮑切	970	卯	莫鮑切
ʂâw	9	○	稍	山巧切	971	稍	山巧切
tʂhâw	9	○	煼	楚絞切	972	煼	楚絞切
tʂâw	9	○	爪	側絞切	973	爪	側絞切
nâw	9	○	橈	女巧切	974	橈	女巧切
nâw	9	○	撓	NA	974	撓	NA
ʔiâw	9	○	拗	於巧切	975	拗	於巧切
(ŋ)jiâw	9	○	齩	五巧切	976	齩	五巧切
ɦiǎw'	9	○	骹	胡飽切	977	骹	胡飽切
ɦǎw'	9	○	晧	胡老切	978	晧	胡老切
hâw	9	○	好	許晧切	979	好	許皓切
khâw	9	○	考	苦浩切	980	考	苦浩切
kâw	9	○	杲	古老切	981	杲	古老切
ʔâw	9	○	媼	烏皓切	982	媼	烏皓切
pâw	9	○	寶	博浩切	983	寶	博浩切
pâw	9	○	䎂	NA	983	䎂	NA
bǎw'	9	○	抱	蒲皓切	984	抱	蒲皓切
sâw	9	○	掃	蘇老切	985	掃	蘇老切
tshâw	9	○	草	采早切	986	草	采早切
tsâw	9	○	早	子皓切	987	早	子皓切
tsâw	9	○	棗	NA	987	棗	NA
dzǎw'	9	○	皁	在早切	988	皁	在早切
tâw	9	○	倒	都皓切	989	倒	都皓切
thâw	9	○	討	土皓切	990	討	土皓切
dǎw'	9	○	道	杜皓切	991	道	杜皓切
lâw	9	○	老	魯皓切	992	老	魯皓切
nâw	9	○	腦	乃老切	993	腦	乃老切
kɔ̂	9	十四哿¶¶	哿	嘉我切	994	哿	嘉我切
khɔ̂	9	○	可	口我切	995	可	口我切
ʔɔ̂	9	○	妸	烏可切	996	妸	烏可切
ŋɔ̂	9	○	我	五可切	997	我	五可切
ɦɔ̌'	9	○	荷	下可切	998	荷	下可切
tsɔ̂	9	○	左	臧可切	999	左	臧可切
tɔ̂	9	○	癉	丁可切	1000	癉	丁可切
dɔ̌'	9	○	拕	待可切	1001	拕	待可切
dɔ̌'	9	○	𣵺	NA	1001	𣵺	NA
nɔ̂	9	○	娜	奴可切	1002	娜	奴可切
mwɔ̂	9	○	麼	忙果切	1003	麼	忙果切
sɔ̂	9	○	娑	素可切	1004	娑	素可切
tshɔ̂	9	○	瑳	千可切	1005	瑳	千可切
kwɔ̂	9	○	果	古火切	1006	果	古火切
khwɔ̂	9	○	顆	苦果切	1007	顆	苦果切
hwɔ̂	9	○	火	虎果切	1008	火	虎果切
ɦwɔ̌'	9	○	禍	胡果切	1009	禍	胡果切
ʔwɔ̂	9	○	婐	烏果切	1010	婐	烏果切
pwɔ̂	9	○	跛	補火切	1011	跛	補火切
phwɔ̂	9	○	頗	普火切	1012	頗	普火切
phwɔ̂	9	○	叵	NA	1012	叵	NA
swɔ̂	9	○	鎖	蘇果切	1013	鎖	蘇果切
dzwɔ̌'	9	○	坐	徂果切	1014	坐	徂果切
twɔ̂	9	○	朶	都火切	1015	朶	都火切
twɔ̂	9	○	捶	NA	1015	捶	NA
thwɔ̂	9	○	妥	吐火切	1016	妥	吐火切
lwɔ̂	9	○	裸	魯果切	1017	裸	魯果切
ŋwɔ̂	9	○	㛂	五果切	1018	㛂	五果切
mâ	9	十五馬¶¶	馬	莫下切	1019	馬	莫下切
pâ	9	○	把	補下切	1020	把	補下切
tʂâ	9	○	鮓	側下切	1021	鮓	側下切
ɖʐǎ'	9	○	槎	茶下切	1022	槎	荼下切
ʂâ	9	○	灑	沙下切	1023	灑	沙下切
ɦiǎ'	9	○	下	亥雅切	1024	下	亥雅切
kiâ	9	○	賈	舉下切	1025	賈	舉下切
tʂhâ	9	○	姹	齒下切	1026	姹	抽下切
hiâ	9	○	閜	許下切	1027	閜	許下切
ʔiâ	9	○	啞	倚下切	1028	啞	倚下切
(ŋ)jiâ	9	○	雅	語下切	1028_no_siewx_ghiunh_separator	雅	語下切
ɦwǎ'	9	○	踝	户瓦切	1029	踝	戶瓦切
khwâ	9	○	跨	苦瓦切	1030	跨	苦瓦切
kwâ	9	○	寡	古瓦切	1031	寡	古瓦切
ŋwâ	9		瓦	五寡切	1032	瓦	五寡切
tâ	9	○	打	都瓦切	1033	打	都瓦切
ʂwâ	9	○	葰	數瓦切	1034	葰	數瓦切
tʃiɛ̂	9	十六者¶¶	者	止野切	1035	者	止野切
ʃʒiɛ̌'	9	○	社	常者切	1036	社	常者切
siɛ̂	9	○	寫	先野切	1037	寫	先野切
tshiɛ̂	9	○	且	七野切	1038	且	七野切
ʃiɛ̂	9	○	捨	始野切	1039	捨	始野切
dziɛ̌'	9	○	苴	才野切	1040	苴	才野切
tʃhiɛ̂	9	○	奲	昌者切	1041	奲	昌者切
jiɛ̂	9	○	野	以者切	1042	野	以者切
ʒiɛ̂	9	○	惹	爾者切	1043	惹	爾者切
tsiɛ̂	9	○	姐	子野切	1044	姐	子野切
jiɑ̂ŋ	9	十七養¶¶¶	養	以兩切	1045	養	以兩切
ʔiɑ̂ŋ	9	○	鞅	倚兩切	1046	鞅	倚兩切
sziɑ̌ŋ'	9	○	象	似兩切	1047	象	似兩切
tsiɑ̂ŋ	9	○	獎	子兩切	1048	獎	子兩切
liɑ̂ŋ	9	○	兩	良奬切	1049	兩	良獎切
giɑ̌ŋ'	9	○	彊	巨兩切	1050	彊	巨兩切
(ŋ)jiɑ̂ŋ	9	○	仰	魚兩切	1051	仰	魚兩切
siɑ̂ŋ	9		想	息兩切	1052	想	息兩切
tʂhwɑ̂ŋ	9	○	㼽	楚兩切	1053	㼽	楚兩切
tʃhiɑ̂ŋ	9	○	敞	昌兩切	1054	敞	昌兩切
tʃiɑ̂ŋ	9	○	掌	止兩切	1055	掌	止兩切
tʃiɑ̂ŋ	9	○	長	展兩切	1055_no_siewx_ghiunh_separator	長	展兩切
ʂwɑ̂ŋ	9	○	爽	所兩切	1056	爽	所兩切
hiɑ̂ŋ	9	○	響	許兩切	1057	響	許兩切
kiɑ̂ŋ	9	○	襁	居仰切	1058	襁	居仰切
dʒiɑ̌ŋ'	9	○	丈	呈兩切	1059	丈	呈兩切
ʒiɑ̂ŋ	9	○	壤	汝兩切	1060	壤	汝兩切
ʃiɑ̂ŋ	9	○	賞	始兩切	1061	賞	始兩切
ʃʒiɑ̌ŋ'	9	○	上	是賞切	1062	上	是掌切
fɑ̂ŋ	9	○	髣	妃兩切	1063	髣	妃兩切
vɑ̂ŋ	9	○	罔	文紡切	1064	罔	文紡切
ʔwɑ̂ŋ	9	○	枉	嫗往切	1065	枉	嫗往切
wɑ̂ŋ	9	○	往	羽枉切	1066	往	羽枉切
hwɑ̂ŋ	9	○	怳	詡往切	1067	怳	詡往切
tshiɑ̂ŋ	9	○	搶	七兩切	1068	搶	七兩切
gwɑ̌ŋ'	9	○	迋	具往切	1069	迋	具往切
dɑ̌ŋ'	9	○	蕩	徒黨切	1070	蕩	徒黨切
tɑ̂ŋ	9		黨	多曩切	1071	黨	多曩切
thɑ̂ŋ	9	○	儻	他曩切	1072	儻	他曩切
nɑ̂ŋ	9	○	曩	乃黨切	1073	曩	乃黨切
pɑ̂ŋ	9	○	榜	補曩切	1074	榜	補曩切
mɑ̂ŋ	9	○	莽	母黨切	1075	莽	母黨切
sɑ̂ŋ	9	○	顙	寫曩切	1076	顙	寫曩切
tshɑ̂ŋ	9	○	蒼	采莽切	1077	蒼	采莽切
tsɑ̂ŋ	9	○	駔	子黨切	1078	駔	子黨切
dzɑ̌ŋ'	9	○	奘	在黨切	1079	奘	在黨切
ɦɑ̌ŋ'	9	○	沆	下黨切	1080	沆	下黨切
khɑ̂ŋ	9	○	忼	口黨切	1081	忼	口黨切
ʔɑ̂ŋ	9	○	坱	於黨切	1082	坱	於黨切
kɑ̂ŋ	9	○	㽘	舉盎切	1083	㽘	舉盎切
ŋɑ̂ŋ	9	○	䭹	語㽘切	1084	䭹	語㽘切
ɦwɑ̌ŋ'	9		晃	戸廣切	1085	晃	戶廣切
khwɑ̂ŋ	9	○	懬	苦廣切	1086	懬	苦廣切
kwɑ̂ŋ	9	○	廣	古滉切	1087	廣	古滉切
kiɑ̂ŋ	9	○	講	古項切	1088	講	古項切
bɑ̌ŋ'	9	○	棒	步項切	1089	棒	步項切
ɦiɑ̌ŋ'	9	○	項	户講切	1090	項	戶講切
lɑ̂ŋ	9	○	朗	里黨切	1091	朗	里黨切
kə̂ŋ	9	十　八　梗¶	梗	古杏切	1092	梗	古杏切
ɦiə̌ŋ'	9	○	杏	何梗切	1093	杏	何梗切
ɦwə̌ŋ'	9	○	卝	胡猛切	1094	卝	胡猛切
kwə̂ŋ	9	○	礦	古猛切	1095	礦	古猛切
mə̂ŋ	9	○	猛	母梗切	1096	猛	母梗切
bə̌ŋ'	9		蠯	蒲猛切	1097	蠯	蒲猛切
lə̂ŋ	9	○	冷	魯杏切	1098	冷	魯杏切
ɖʐə̌ŋ'	9	○	瑒	杖梗切	1099	瑒	杖梗切
pîŋ	9	○	丙	補永切	1100	丙	補永切
pîŋ	9		鞞	補鼎切	1100_no_siewx_ghiunh_separator	鞞	補鼎切
bǐŋ'	9	○	竝	部迥切	1101	竝	部迥切
khyuə̂ŋ	9	○	頃	丘潁切	1102	頃	丘穎切
ɦyuə̌ŋ'	9	○	迥	户頂切	1103	迥	戶頂切
hyuə̂ŋ	9	○	詗	火迥切	1104	詗	火迥切
ʔyuə̂ŋ	9	○	濙	烏逈切	1105	濙	烏迥切
ɦǐŋ'	9	○	悻	下頂切	1106	悻	下頂切
ɦǐŋ'	9	○	涬	NA	1106	涬	NA
khîŋ	9	○	謦	棄挺切	1107	謦	棄挺切
mîŋ	9	○	皿	眉永切	1108	皿	眉永切
ʂə̂ŋ	9	○	省	所景切	1109	省	所景切
ʔîŋ	9	○	影	於丙切	1110	影	於丙切
jyuə̂ŋ	9	○	穎	庾頃切	1111	穎	庾頃切
kîŋ	9	○	景	居影切	1112	景	居影切
ʔyuə̂ŋ	9	○	永	于憬切	1113	永	於憬切
kyuə̂ŋ	9	○	憬	居永切	1114	憬	居永切
kyuə̂ŋ	9		炅	古迥切	1114_no_siewx_ghiunh_separator	炅	古迥切
kə̂ŋ	9	○	耿	古幸切	1115	耿	古幸切
ɦə̌ŋ'	9	○	幸	下耿切	1116	幸	下耿切
mə̂ŋ	9	○	黽	母耿切	1117	黽	母耿切
dzǐŋ'	9	○	靜	疾郢切	1118	靜	疾郢切
sîŋ	9	○	省	息井切	1119	省	息井切
tsîŋ	9	○	□	子郢切	1121	井	子郢切
tʃhîŋ	9	○	逞	丑郢切	1122	逞	丑郢切
lîŋ	9	○	領	里郢切	1123	領	里郢切
tîŋ	9	○	頂	都領切	1124	頂	都領切
khə̂ŋ	9	○	肯	苦等切	1125	肯	苦等切
mîŋ	9	○	茗	莫迥切	1126	茗	莫迥切
dǐŋ'	9	○	挺	徒鼎切	1127	挺	徒鼎切
nîŋ	9	○	濘	乃挺切	1128	濘	乃挺切
tʃîŋ	9	○	拯	之庱切	1129	拯	之庱切
tʃîŋ	9	○	𢮋	NA	1129	𢮋	NA
ʂə̂ŋ	9	○	㱡	色拯切	1130	㱡	色拯切
tə̂ŋ	9	○	等	多肯切	1131	等	多肯切
jiôw	9	十　九　有¶	有	云九切	1132	有	云九切
siôw	9	○	滫	息有切	1133	滫	息有切
tsiôw	9	○	酒	子酉切	1134	酒	子酉切
ʃiôw	9	○	首	始九切	1135	首	始九切
tʃiôw	9	○	帚	止酉切	1136	帚	止酉切
tʃhiôw	9	○	醜	齒九切	1137	醜	齒九切
ʃʒiǒw'	9	○	受	是酉切	1138	受	是酉切
ʒiôw	9	○	蹂	忍九切	1139	蹂	忍九切
dʒiǒw'	9	○	紂	丈九切	1140	紂	丈九切
liôw	9	○	柳	力九切	1141	柳	力九切
niôw	9	○	紐	女九切	1142	紐	女九切
ʔiôw	9	○	黝	於糾切	1143	黝	於糾切
hiôw	9	○	朽	許久切	1144	朽	許久切
khiôw	9	○	糗	去九切	1145	糗	去九切
kiôw	9	○	九	舉有切	1146	九	舉有切
giǒw'	9	○	臼	巨九切	1147	臼	巨九切
thôw	9	○	黈	他口切	1148	黈	他口切
dǒw'	9	○	鋀	徒口切	1149	鋀	徒口切
lôw	9	○	塿	郎斗切	1150	塿	郎斗切
nôw	9	○	㝅	乃后切	1151	㝅	乃后切
fôw	9	○	缶	俯九切	1152	缶	俯久切
fvǒw'	9		阜	房缶切	1153	阜	房缶切
ʂôw	9	○	溲	所九切	1154	溲	所九切
tʂôw	9	○	掫	側九切	1155	掫	側久切
ɦǒw'	9	○	厚	胡口切	1156	厚	胡口切
hôw	9	○	吼	許厚切	1157	吼	許厚切
khôw	9	○	口	苦厚切	1158	口	苦厚切
kôw	9	○	耇	舉后切	1159	耇	舉后切
ʔôw	9	○	歐	於口切	1160	歐	於口切
ŋôw	9	○	偶	語口切	1161	偶	語口切
phôw	9	○	剖	普厚切	1162	剖	普厚切
môw	9	○	母	莫厚切	1163	母	莫厚切
sôw	9	○	叟	蘇后切	1164	叟	蘇后切
tshôw	9	○	趣	此茍切	1165	趣	此苟切
tsôw	9	○	走	子口切	1166	走	子口切
tôw	9	○	斗	當口切	1167	斗	當口切
tshîm	9	二十寢¶¶	寢	七稔切	1168	寢	七稔切
tsîm	9	○	䆮	子衽切	1169	𥧲	子衽切
ʃîm	9	○	審	式荏切	1170	審	式荏切
tʃhîm	9	○	瀋	昌枕切	1171	瀋	昌枕切
tʃîm	9	○	枕	章荏切	1172	枕	章荏切
ʃʒǐm'	9	○	甚	食枕切	1173	甚	食枕切
ʒîm	9	○	餁	忍甚切	1174	餁	忍甚切
ʒîm	9	○	稔	NA	1174	稔	NA
ʂîm	9	○	㾕	所錦切	1175	㾕	所錦切
tʂhə̂m	9	○	墋	楚錦切	1176	墋	楚錦切
sîm	9	○	糝	桑錦切	1177	糝	桑錦切
(ŋ)jîm	9	○	吟	魚錦切	1178	吟	魚錦切
tʃhîm	9	○	踸	丑錦切	1179	踸	丑錦切
dʒǐm'	9	○	朕	呈稔切	1180	朕	呈稔切
lîm	9	○	廩	力錦切	1181	廩	力錦切
kîm	9	○	錦	居飲切	1182	錦	居飲切
gǐm'	9	○	噤	渠飲切	1183	噤	巨飲切
ʔîm	9	○	飮	於錦切	1184	飲	於錦切
kâm	9	二十一感¶¶	感	古禫切	1185	感	古禫切
dǎm'	9	○	禫	徒感切	1186	禫	徒感切
ɦǎm'	9	○	頷	戸感切	1187	頷	戶感切
khâm	9	○	坎	苦感切	1188	坎	苦感切
ʔâm	9	○	晻	鄥感切	1189	晻	鄔感切
ŋâm	9	○	頷	五感切	1190	頷	五感切
sâm	9	○	糝	桑感切	1191	糝	桑感切
tshâm	9	○	㦧	七感切	1192	㦧	七感切
dzǎm'	9		歜	NA	1193	歜	徂感切
tsâm	9	○	寁	徂感切	1194	寁	子感切
tâm	9	○	紞	都感切	1195	紞	都感切
thâm	9	○	襑	他感切	1196	襑	他感切
ɦiǎm'	9		豏	下斬切	1197	豏	下斬切
ɦǎm'	9	○	檻	胡覽切	1198	檻	胡覽切
hiâm	9	○	闞	虎覽切	1199	闞	虎覽切
tsâm	9	○	槧	在敢切	1200	槧	左敢切
tâm	9	○	膽	覩敢切	1201	膽	都敢切
dǎm'	9	○	啖	徒覽切	1202	啖	徒覽切
lâm	9	○	壈	盧感切	1203	壈	盧感切
kâm	9	○	敢	古覽切	1204	敢	古覽切
lâm	9	○	覽	魯敢切	1205	覽	魯敢切
kiâm	9	○	減	古斬切	1206	減	古斬切
ʔiâm	9	○	黯	乙減切	1207	黯	乙減切
ʂâm	9	○	摻	所斬切	1208	摻	所斬切
tʂâm	9	○	斬	側減切	1209	斬	側減切
ɖʐǎm'	9	○	湛	丈減切	1210	湛	大減切
ɖʐǎm'	9	○	嶃	土減切	1211	嶃	士減切
mâm	9	○	鋄	忙范切	1212	鋄	忙范切
fvǎm'	9	○	范	房啖切	1213	范	房啖切
jiɛ̂m	9	二十二琰¶¶	琰	以冉切	1214	琰	以冉切
ʔiɛ̂m	9	○	奄	於檢切	1215	奄	於檢切
ʃiɛ̂m	9	○	閃	失冉切	1216	閃	失冉切
ʒiɛ̂m	9	○	冉	而琰切	1217	冉	而琰切
tʃhiɛ̂m	9	○	諂	丑琰切	1218	諂	丑琰切
liɛ̂m	9	○	斂	力冉切	1219	斂	力冉切
hiɛ̂m	9	○	險	虛檢切	1220	險	虛檢切
kiɛ̂m	9	○	檢	居奄切	1221	檢	居奄切
giɛ̌m'	9		儉	巨險切	1222	儉	巨險切
(ŋ)jiɛ̂m	9	○	隒	魚檢切	1223	隒	魚檢切
piɛ̂m	9	○	貶	悲撿切	1224	貶	悲檢切
tʃiɛ̂m	9	○	颭	職琰切	1225	颭	職琰切
thiɛ̂m	9	○	忝	他點切	1226	忝	他點切
tiɛ̂m	9	○	點	多忝切	1227	點	多忝切
diɛ̌m'	9	○	簟	徒點切	1228	簟	徒點切
niɛ̂m	9	○	淰	乃點切	1229	淰	乃點切
khiɛ̂m	9	○	歉	苦簟切	1230	歉	苦簟切
dziɛ̌m'	9	○	漸	秦冉切	1231	漸	秦冉切
sǔŋ	10	去聲¶一送¶¶	送	蘇弄切	1232	送	蘇弄切
fvǔŋ	10	○	鳳	馮貢切	1233	鳳	馮貢切
tshǔŋ	10	○	謥	干弄切	1234	𧪳	千弄切
tsǔŋ	10	○	糉	作弄切	1235	糉	作弄切
tsǔŋ	10	○	傯	NA	1235	傯	NA
tsǔŋ	10	○	綜	NA	1235	綜	NA
tsyǔŋ	10	○	縱	足用切	1236	縱	足用切
tǔŋ	10	○	凍	多貢切	1237	凍	多貢切
thǔŋ	10	○	痛	他貢切	1238	痛	他貢切
dǔŋ	10	○	洞	徒弄切	1239	洞	徒弄切
lǔŋ	10	○	弄	盧貢切	1240	弄	盧貢切
ɦǔŋ	10	○	哄	胡貢切	1241	哄	胡貢切
ɦǔŋ	10	○	洚	NA	1241	洚	NA
hǔŋ	10		烘	呼貢切	1242	烘	呼貢切
khǔŋ	10	○	控	苦貢切	1243	控	苦貢切
kǔŋ	10	○	貢	古送切	1244	貢	古送切
kǔŋ	10	○	㔶	NA	1244	㔶	NA
ʔǔŋ	10	○	瓮	烏貢切	1245	瓮	烏貢切
mǔŋ	10	○	夢	䝉弄切	1246	夢	蒙弄切
mǔŋ	10	○	𡬌	NA	1246	𡬌	NA
mǔŋ	10	○	瞢	NA	1246	瞢	NA
fǔŋ	10	○	賵	撫鳳切	1247	賵	撫鳳切
ʔyǔŋ	10	○	雍	於用切	1248	雍	於用切
ʔyǔŋ	10	○	𩌋	NA	1248	𩌋	NA
tʃyǔŋ	10	○	衆	之仲切	1249	衆	之仲切
dʒyǔŋ	10	○	仲	直衆切	1250	仲	直衆切
jyǔŋ	10	○	用	余頌切	1251	用	余頌切
szyǔŋ	10	○	頌	似用切	1252	頌	似用切
dzyǔŋ	10	○	從	才仲切	1253	從	才仲切
hyǔŋ	10	○	匈	許用切	1254	匈	許用切
gyǔŋ	10	○	共	渠用切	1255	共	渠用切
khyǔŋ	10	○	恐	欺用切	1256	恐	欺用切
kyǔŋ	10	○	供	居用切	1257	供	居用切
tʃhyǔŋ	10	○	憃	丑用切	1258	憃	丑用切
nǔŋ	10	○	齈	奴凍切	1259	齈	奴凍切
tʃiɨ̌	10	二寘¶¶	寘	支義切	1260	寘	支義切
tʃiɨ̌	10	○	躓	NA	1260	躓	NA
tsɨ̌	10	○	恣	資四切	1261	恣	資四切
tʃhǐ	10	○	翅	昌智切	1262	翅	昌智切
tʃhiɨ̌	10		熾	昌志切	1263	熾	昌志切
tʃhiɨ̌	10	○	𩟄	NA	1263	𩟄	NA
ʃʒiɨ̌	10	○	侍	時吏切	1264	侍	時吏切
ʃʒiɨ̌	10	○	蒔	NA	1264	蒔	NA
ʃʒiɨ̌	10	○	示	NA	1264	示	NA
ɻ̌	10	○	二	而至切	1265	二	而至切
sɨ̌	10	○	四	息漬切	1266	四	息漬切
sɨ̌	10	○	笥	相吏切	1267	笥	相吏切
sɨ̌	10	○	司	NA	1267	司	NA
dzɨ̌	10	○	自	疾二切	1268	自	疾二切
tʃǐ	10	○	智	知意切	1269	智	知意切
tʃǐ	10	○	緻	NA	1269	緻	NA
tʃiɪ̌i	10		制	征例切	1270	制	征例切
dʒǐ	10	○	治	直意切	1271	治	直意切
tʃhǐ	10	○	眙	丑吏切	1272	眙	丑吏切
jǐ	10	○	異	以智切	1273	異	以智切
(ŋ)jiɪ̌i	10	○	詣	倪制切	1274	詣	倪制切
jiɪ̌i	10	○	曳	以制切	1275	曳	以制切
jiɪ̌i	10	○	詍	NA	1275	詍	NA
jiɪ̌i	10	○	洩	NA	1275	洩	NA
ʃiɨ̌	10	○	試	式至切	1276	試	式至切
gǐ	10	○	芰	奇寄切	1277	芰	奇寄切
phǐ	10	○	譬	匹智切	1278	譬	匹智切
pǐ	10	○	祕	兵媚切	1279	祕	兵媚切
bǐ	10	○	避	毗意切	1280	避	毗意切
ʃʒiɪ̌i	10	○	誓	時智切	1281	誓	時智切
vǐ	10	○	未	無沸切	1282	未	無沸切
tʂhɨ̌	10	○	廁	初寺切	1283	廁	初寺切
tʂhɨ̌	10	○	杫	NA	1283	杫	NA
tshɨ̌	10	○	次	七四切	1284	次	七四切
hǐ	10	○	戲	許意切	1285	戲	許意切
ʔǐ	10	○	意	於戱切	1286	意	於戲切
ʔiɪ̌i	10	○	医	於計切	1287	医	於計切
fǐ	10	○	費	芳未切	1288	費	芳未切
fǐ	10	○	厞	NA	1288	厞	NA
ʃiɪ̌i	10	○	世	始制切	1289	世	始制切
tʃhiɪ̌i	10	○	掣	尺制切	1290	掣	尺制切
hiɪ̌i	10	○	侐	火揥切	1291	侐	火揥切
piɪ̌i	10	○	閉	必弊切	1292	閉	必弊切
phǐ	10	○	轡	兵臂切	1293	轡	兵臂切
pǐ	10	○	臂	必轡切	1294	臂	必轡切
tsiɪ̌i	10	三霽¶¶	霽	子記切	1295	霽	子計切
dziɪ̌i	10	○	劑	才詣切	1296	劑	才詣切
siɪ̌i	10	○	細	思計切	1297	細	思計切
siɪ̌i	10	○	栖	NA	1297	栖	NA
tshiɪ̌i	10	○	切	七計切	1298	切	七計切
tiɪ̌i	10	○	帝	丁計切	1299	帝	丁計切
tiɪ̌i	10	○	⿰訁疐	NA	1299	嚏	NA
thiɪ̌i	10	○	替	他計切	1300	替	他計切
thiɪ̌i	10	○	楴	NA	1300	楴	NA
diɪ̌i	10		第	大計切	1301	第	大計切
dǐ	10	○	地	徒利切	1302	地	徒利切
dǐ	10	○	埊	NA	1302	埊	NA
lǐ	10	○	利	力也切	1303	利	力地切
liɪ̌i	10	○	麗	力霽切	1304	麗	力霽切
liɪ̌i	10	○	戾	NA	1304	戾	NA
liɪ̌i	10	○	綟	NA	1304	綟	NA
khǐ	10	○	器	去冀切	1305	器	去冀切
khiɪ̌i	10	○	契	去計切	1306	契	去計切
kiɪ̌i	10		計	吉詣切	1307	計	吉詣切
kǐ	10	○	寄	吉器切	1308	寄	吉器切
niɪ̌i	10	○	泥	乃計切	1309	泥	乃計切
ɦiɪ̌i	10	○	系	胡記切	1310	系	胡計切
miěi	10	○	寐	彌計切	1311	寐	彌計切
dʒiɪ̌i	10	○	滯	直例切	1312	滯	直例切
(ŋ)jy̌	11	四御¶¶	御	魚據切	1313	御	魚據切
ʔy̌	11	○	飫	依據切	1314	飫	依據切
jy̌	11	○	豫	羊茹切	1314_no_siewx_ghiunh_separator	豫	NA
ʒy̌	11	○	孺	而遇切	1315	孺	而遇切
khy̌	11	○	去	區遇切	1316	去	區遇切
ky̌	11	○	據	居御切	1317	據	居御切
ky̌	11	○	踞	NA	1317	踞	NA
gy̌	11	○	瞿	忌遇切	1318	瞿	忌遇切
sy̌	11	○	絮	息據切	1319	絮	息據切
tshy̌	11	○	覰	七慮切	1320	覰	七慮切
tsy̌	11	○	怚	將豫切	1321	怚	將豫切
dzy̌	11	○	聚	族遇切	1322	聚	族遇切
ʃy̌	11	○	恕	商豫切	1323	恕	商豫切
ʃʒy̌	11	○	樹	殊遇切	1324	樹	殊遇切
tʃhy̌	11	○	處	昌據切	1325	處	昌據切
tʃy̌	11	○	著	陟慮切	1326	著	陟慮切
dʒy̌	11	○	筯	治據切	1327	筯	治據切
hy̌	11	○	噓	許御切	1328	噓	許御切
ly̌	11	○	慮	良據切	1329	慮	良據切
ny̌	11	○	女	尼據切	1330	女	尼據切
mǔ	11	五暮¶¶	暮	莫故切	1331	暮	莫故切
phǔ	11	○	鋪	普故切	1332	鋪	普故切
